Mode,Theme,Avg_FPS,Avg_Sim_ms,P1_Low_Sim_ms
Heavy-Abusive (Worst Case),Abstract Cubes,14,75.59,100.33
Heavy-Abusive (Worst Case),Abstract Cubes,15,75.07,101.11
Heavy-Abusive (Worst Case),Abstract Cubes,16,62.23,103.32
Heavy-Abusive (Worst Case),Abstract Cubes,15,76.83,111.43
Heavy-Abusive (Worst Case),Abstract Cubes,15,61.61,92.96
Heavy-Abusive (Worst Case),Abstract Cubes,16,89.31,116.06
Heavy-Abusive (Worst Case),Abstract Cubes,14,63.24,95.44
Heavy-Abusive (Worst Case),Abstract Cubes,15,76.71,114.67
Heavy-Abusive (Worst Case),Abstract Cubes,16,68.47,98.47
Heavy-Abusive (Worst Case),Abstract Cubes,16,83.80,108.44
Heavy-Abusive (Worst Case),Abstract Cubes,15,82.59,122.99
Heavy-Abusive (Worst Case),Abstract Cubes,15,63.66,82.47
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,98.18
Heavy-Abusive (Worst Case),Abstract Cubes,16,60.34,89.83
Heavy-Abusive (Worst Case),Abstract Cubes,16,60.76,93.45
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,93.27
Heavy-Abusive (Worst Case),Abstract Cubes,14,62.34,89.54
Heavy-Abusive (Worst Case),Abstract Cubes,16,60.23,93.74
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,79.14
Heavy-Abusive (Worst Case),Abstract Cubes,16,62.43,99.68
Heavy-Abusive (Worst Case),Abstract Cubes,16,82.43,113.67
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,90.69
Heavy-Abusive (Worst Case),Abstract Cubes,14,89.37,131.38
Heavy-Abusive (Worst Case),Abstract Cubes,15,60.46,96.79
Heavy-Abusive (Worst Case),Abstract Cubes,16,97.29,134.31
Heavy-Abusive (Worst Case),Abstract Cubes,14,69.31,97.40
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.89,100.64
Heavy-Abusive (Worst Case),Abstract Cubes,14,71.57,107.52
Heavy-Abusive (Worst Case),Abstract Cubes,14,61.94,96.21
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,104.26
Heavy-Abusive (Worst Case),Abstract Cubes,14,67.44,111.50
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,103.18
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,91.92
Heavy-Abusive (Worst Case),Abstract Cubes,16,61.58,85.75
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,89.26
Heavy-Abusive (Worst Case),Abstract Cubes,14,69.33,91.51
Heavy-Abusive (Worst Case),Abstract Cubes,15,67.96,103.93
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,97.99
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,79.84
Heavy-Abusive (Worst Case),Abstract Cubes,15,74.77,104.42
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,88.47
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,97.23
Heavy-Abusive (Worst Case),Abstract Cubes,16,78.58,113.19
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,99.63
Heavy-Abusive (Worst Case),Abstract Cubes,14,74.45,96.36
Heavy-Abusive (Worst Case),Abstract Cubes,15,64.89,94.66
Heavy-Abusive (Worst Case),Abstract Cubes,16,66.90,107.77
Heavy-Abusive (Worst Case),Abstract Cubes,16,71.83,106.23
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,98.57
Heavy-Abusive (Worst Case),Abstract Cubes,16,74.22,117.66
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,91.13
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,95.19
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,86.98
Heavy-Abusive (Worst Case),Abstract Cubes,14,61.68,97.18
Heavy-Abusive (Worst Case),Abstract Cubes,16,69.78,102.36
Heavy-Abusive (Worst Case),Abstract Cubes,15,80.05,104.41
Heavy-Abusive (Worst Case),Abstract Cubes,14,62.58,103.68
Heavy-Abusive (Worst Case),Abstract Cubes,14,76.87,103.75
Heavy-Abusive (Worst Case),Abstract Cubes,14,81.71,117.31
Heavy-Abusive (Worst Case),Abstract Cubes,14,74.51,121.43
Heavy-Abusive (Worst Case),Abstract Cubes,14,80.32,103.04
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,91.18
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,84.27
Heavy-Abusive (Worst Case),Abstract Cubes,16,69.16,107.88
Heavy-Abusive (Worst Case),Abstract Cubes,15,66.74,93.55
Heavy-Abusive (Worst Case),Abstract Cubes,14,62.68,98.30
Heavy-Abusive (Worst Case),Abstract Cubes,16,67.72,110.75
Heavy-Abusive (Worst Case),Abstract Cubes,16,108.68,148.32
Heavy-Abusive (Worst Case),Abstract Cubes,15,70.72,111.61
Heavy-Abusive (Worst Case),Abstract Cubes,16,61.06,104.38
Heavy-Abusive (Worst Case),Abstract Cubes,16,83.38,118.86
Heavy-Abusive (Worst Case),Abstract Cubes,15,73.68,102.76
Heavy-Abusive (Worst Case),Abstract Cubes,14,78.31,97.16
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,92.31
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,81.64
Heavy-Abusive (Worst Case),Abstract Cubes,15,61.69,83.30
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,86.25
Heavy-Abusive (Worst Case),Abstract Cubes,14,69.44,95.97
Heavy-Abusive (Worst Case),Abstract Cubes,16,63.54,96.64
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,100.52
Heavy-Abusive (Worst Case),Abstract Cubes,15,71.43,105.16
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,97.99
Heavy-Abusive (Worst Case),Abstract Cubes,14,68.02,106.20
Heavy-Abusive (Worst Case),Abstract Cubes,15,72.50,98.53
Heavy-Abusive (Worst Case),Abstract Cubes,14,71.33,94.48
Heavy-Abusive (Worst Case),Abstract Cubes,15,89.28,121.29
Heavy-Abusive (Worst Case),Abstract Cubes,15,60.03,100.27
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,99.44
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,94.38
Heavy-Abusive (Worst Case),Abstract Cubes,14,66.22,105.06
Heavy-Abusive (Worst Case),Abstract Cubes,16,73.02,115.93
Heavy-Abusive (Worst Case),Abstract Cubes,15,61.26,103.68
Heavy-Abusive (Worst Case),Abstract Cubes,16,71.46,101.31
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,96.86
Heavy-Abusive (Worst Case),Abstract Cubes,14,64.46,102.77
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.99,89.62
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,85.92
Heavy-Abusive (Worst Case),Abstract Cubes,15,77.45,112.86
Heavy-Abusive (Worst Case),Abstract Cubes,16,84.20,113.81
Heavy-Abusive (Worst Case),Abstract Cubes,14,64.12,83.24
Heavy-Abusive (Worst Case),Abstract Cubes,15,107.20,151.74
Heavy-Abusive (Worst Case),Abstract Cubes,15,74.17,107.36
Heavy-Abusive (Worst Case),Abstract Cubes,16,70.77,111.51
Heavy-Abusive (Worst Case),Abstract Cubes,15,92.56,122.69
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,91.74
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,88.11
Heavy-Abusive (Worst Case),Abstract Cubes,14,81.98,130.05
Heavy-Abusive (Worst Case),Abstract Cubes,14,62.52,102.46
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,85.84
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,100.14
Heavy-Abusive (Worst Case),Abstract Cubes,16,65.09,86.09
Heavy-Abusive (Worst Case),Abstract Cubes,15,61.30,100.71
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,97.13
Heavy-Abusive (Worst Case),Abstract Cubes,16,59.79,83.62
Heavy-Abusive (Worst Case),Abstract Cubes,15,65.02,101.79
Heavy-Abusive (Worst Case),Abstract Cubes,15,59.79,89.10
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,98.08
Heavy-Abusive (Worst Case),Abstract Cubes,14,85.26,118.72
Heavy-Abusive (Worst Case),Abstract Cubes,14,59.79,103.74
Heavy-Abusive (Worst Case),Abstract Cubes,15,68.88,91.39
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.50,101.95
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,103.36
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,89.06
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,92.09
Heavy-Abusive (Worst Case),Voxel Terrain,13,87.10,127.79
Heavy-Abusive (Worst Case),Voxel Terrain,13,88.93,123.17
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.96,106.28
Heavy-Abusive (Worst Case),Voxel Terrain,13,63.63,93.98
Heavy-Abusive (Worst Case),Voxel Terrain,13,82.65,120.60
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,94.24
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,85.45
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,99.97
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.68,99.71
Heavy-Abusive (Worst Case),Voxel Terrain,13,69.48,109.61
Heavy-Abusive (Worst Case),Voxel Terrain,12,63.62,93.60
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.99,76.45
Heavy-Abusive (Worst Case),Voxel Terrain,11,68.33,93.51
Heavy-Abusive (Worst Case),Voxel Terrain,11,60.42,92.90
Heavy-Abusive (Worst Case),Voxel Terrain,12,79.35,112.21
Heavy-Abusive (Worst Case),Voxel Terrain,13,69.97,99.54
Heavy-Abusive (Worst Case),Voxel Terrain,13,77.11,110.79
Heavy-Abusive (Worst Case),Voxel Terrain,11,60.51,80.06
Heavy-Abusive (Worst Case),Voxel Terrain,13,65.27,86.22
Heavy-Abusive (Worst Case),Voxel Terrain,12,81.01,115.21
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,91.07
Heavy-Abusive (Worst Case),Voxel Terrain,11,75.84,100.91
Heavy-Abusive (Worst Case),Voxel Terrain,12,84.44,109.28
Heavy-Abusive (Worst Case),Voxel Terrain,13,65.07,102.46
Heavy-Abusive (Worst Case),Voxel Terrain,12,86.59,123.88
Heavy-Abusive (Worst Case),Voxel Terrain,11,61.04,81.07
Heavy-Abusive (Worst Case),Voxel Terrain,13,84.52,122.07
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,81.99
Heavy-Abusive (Worst Case),Voxel Terrain,11,73.49,101.65
Heavy-Abusive (Worst Case),Voxel Terrain,11,84.51,121.10
Heavy-Abusive (Worst Case),Voxel Terrain,13,87.31,114.85
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,89.47
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,85.21
Heavy-Abusive (Worst Case),Voxel Terrain,11,85.73,109.87
Heavy-Abusive (Worst Case),Voxel Terrain,12,65.25,93.07
Heavy-Abusive (Worst Case),Voxel Terrain,13,69.80,91.37
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,90.18
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,84.09
Heavy-Abusive (Worst Case),Voxel Terrain,11,64.90,95.48
Heavy-Abusive (Worst Case),Voxel Terrain,11,62.41,93.75
Heavy-Abusive (Worst Case),Voxel Terrain,12,78.57,118.63
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,83.14
Heavy-Abusive (Worst Case),Voxel Terrain,11,69.51,94.73
Heavy-Abusive (Worst Case),Voxel Terrain,13,76.03,102.72
Heavy-Abusive (Worst Case),Voxel Terrain,13,64.06,97.68
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,90.51
Heavy-Abusive (Worst Case),Voxel Terrain,13,79.89,123.73
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,84.17
Heavy-Abusive (Worst Case),Voxel Terrain,13,71.39,103.17
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,98.15
Heavy-Abusive (Worst Case),Voxel Terrain,11,102.87,129.92
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,89.27
Heavy-Abusive (Worst Case),Voxel Terrain,13,64.16,94.36
Heavy-Abusive (Worst Case),Voxel Terrain,13,66.66,100.45
Heavy-Abusive (Worst Case),Voxel Terrain,11,65.31,96.14
Heavy-Abusive (Worst Case),Voxel Terrain,13,64.79,87.59
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,98.30
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,94.98
Heavy-Abusive (Worst Case),Voxel Terrain,11,76.80,113.83
Heavy-Abusive (Worst Case),Voxel Terrain,13,71.92,100.35
Heavy-Abusive (Worst Case),Voxel Terrain,11,68.33,93.46
Heavy-Abusive (Worst Case),Voxel Terrain,11,63.17,90.21
Heavy-Abusive (Worst Case),Voxel Terrain,12,77.57,107.17
Heavy-Abusive (Worst Case),Voxel Terrain,11,67.43,97.18
Heavy-Abusive (Worst Case),Voxel Terrain,12,80.70,108.67
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.23,115.25
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,89.83
Heavy-Abusive (Worst Case),Voxel Terrain,13,61.51,94.27
Heavy-Abusive (Worst Case),Voxel Terrain,11,77.98,106.81
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,85.25
Heavy-Abusive (Worst Case),Voxel Terrain,11,96.66,128.72
Heavy-Abusive (Worst Case),Voxel Terrain,11,66.39,100.14
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,88.80
Heavy-Abusive (Worst Case),Voxel Terrain,13,73.17,100.78
Heavy-Abusive (Worst Case),Voxel Terrain,12,61.93,72.72
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,90.06
Heavy-Abusive (Worst Case),Voxel Terrain,11,74.69,103.93
Heavy-Abusive (Worst Case),Voxel Terrain,13,77.88,97.94
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,93.71
Heavy-Abusive (Worst Case),Voxel Terrain,11,72.15,107.13
Heavy-Abusive (Worst Case),Voxel Terrain,12,63.90,95.54
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.03,93.29
Heavy-Abusive (Worst Case),Voxel Terrain,12,73.34,113.75
Heavy-Abusive (Worst Case),Voxel Terrain,13,65.98,98.93
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,90.23
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,96.71
Heavy-Abusive (Worst Case),Voxel Terrain,13,63.44,89.17
Heavy-Abusive (Worst Case),Voxel Terrain,13,68.85,108.61
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,75.18
Heavy-Abusive (Worst Case),Voxel Terrain,13,93.23,121.79
Heavy-Abusive (Worst Case),Voxel Terrain,11,62.91,89.91
Heavy-Abusive (Worst Case),Voxel Terrain,12,63.73,91.69
Heavy-Abusive (Worst Case),Voxel Terrain,13,89.65,113.21
Heavy-Abusive (Worst Case),Voxel Terrain,13,66.16,92.71
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,109.15
Heavy-Abusive (Worst Case),Voxel Terrain,13,69.71,99.61
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,74.85
Heavy-Abusive (Worst Case),Voxel Terrain,13,79.42,106.17
Heavy-Abusive (Worst Case),Voxel Terrain,11,69.32,109.47
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,70.97
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,100.30
Heavy-Abusive (Worst Case),Voxel Terrain,13,80.26,100.14
Heavy-Abusive (Worst Case),Voxel Terrain,12,64.06,91.90
Heavy-Abusive (Worst Case),Voxel Terrain,12,77.63,112.22
Heavy-Abusive (Worst Case),Voxel Terrain,13,76.82,99.04
Heavy-Abusive (Worst Case),Voxel Terrain,12,69.17,96.90
Heavy-Abusive (Worst Case),Voxel Terrain,13,85.49,118.86
Heavy-Abusive (Worst Case),Voxel Terrain,13,92.02,110.77
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,78.58
Heavy-Abusive (Worst Case),Voxel Terrain,13,67.26,93.58
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,108.90
Heavy-Abusive (Worst Case),Voxel Terrain,11,78.57,101.96
Heavy-Abusive (Worst Case),Voxel Terrain,12,66.50,84.91
Heavy-Abusive (Worst Case),Voxel Terrain,13,86.95,112.49
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,86.32
Heavy-Abusive (Worst Case),Voxel Terrain,13,93.07,127.65
Heavy-Abusive (Worst Case),Voxel Terrain,12,65.26,92.48
Heavy-Abusive (Worst Case),Voxel Terrain,11,69.53,94.06
Heavy-Abusive (Worst Case),Voxel Terrain,13,82.08,116.00
Heavy-Abusive (Worst Case),Voxel Terrain,11,75.38,111.74
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,86.27
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.39,104.68
Heavy-Abusive (Worst Case),Voxel Terrain,11,63.87,99.05
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,97.48
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,97.14
Heavy-Abusive (Worst Case),Voxel Terrain,13,65.31,101.75
Heavy-Abusive (Worst Case),Voxel Terrain,12,85.43,105.05
Heavy-Abusive (Worst Case),Voxel Terrain,13,82.14,124.04
Heavy-Abusive (Worst Case),Voxel Terrain,11,78.26,118.65
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,92.29
Heavy-Abusive (Worst Case),Voxel Terrain,12,67.32,94.70
Heavy-Abusive (Worst Case),Voxel Terrain,13,62.68,100.86
Heavy-Abusive (Worst Case),Voxel Terrain,12,66.40,93.65
Heavy-Abusive (Worst Case),Voxel Terrain,13,78.46,95.83
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.27,101.51
Heavy-Abusive (Worst Case),Voxel Terrain,11,91.29,120.84
Heavy-Abusive (Worst Case),Voxel Terrain,12,82.64,120.66
Heavy-Abusive (Worst Case),Voxel Terrain,12,78.98,114.74
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,90.45
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,85.51
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,96.80
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,95.60
Heavy-Abusive (Worst Case),Voxel Terrain,13,64.20,99.96
Heavy-Abusive (Worst Case),Voxel Terrain,13,68.18,93.94
Heavy-Abusive (Worst Case),Voxel Terrain,11,76.87,98.50
Heavy-Abusive (Worst Case),Voxel Terrain,12,64.95,102.99
Heavy-Abusive (Worst Case),Voxel Terrain,13,69.85,105.03
Heavy-Abusive (Worst Case),Voxel Terrain,13,63.84,90.81
Heavy-Abusive (Worst Case),Voxel Terrain,11,66.02,110.01
Heavy-Abusive (Worst Case),Voxel Terrain,11,73.30,105.57
Heavy-Abusive (Worst Case),Voxel Terrain,11,74.74,108.21
Heavy-Abusive (Worst Case),Voxel Terrain,11,73.98,106.39
Heavy-Abusive (Worst Case),Voxel Terrain,12,67.72,99.06
Heavy-Abusive (Worst Case),Voxel Terrain,11,70.12,103.96
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,84.15
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,83.21
Heavy-Abusive (Worst Case),Voxel Terrain,13,91.56,114.71
Heavy-Abusive (Worst Case),Voxel Terrain,13,65.19,99.05
Heavy-Abusive (Worst Case),Voxel Terrain,11,66.21,85.91
Heavy-Abusive (Worst Case),Voxel Terrain,11,66.78,102.68
Heavy-Abusive (Worst Case),Voxel Terrain,11,69.01,106.43
Heavy-Abusive (Worst Case),Voxel Terrain,12,74.18,101.90
Heavy-Abusive (Worst Case),Voxel Terrain,11,63.40,92.81
Heavy-Abusive (Worst Case),Voxel Terrain,11,73.23,97.95
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,89.33
Heavy-Abusive (Worst Case),Voxel Terrain,13,91.62,130.71
Heavy-Abusive (Worst Case),Voxel Terrain,12,70.85,108.81
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,84.10
Heavy-Abusive (Worst Case),Voxel Terrain,13,61.13,92.98
Heavy-Abusive (Worst Case),Voxel Terrain,11,78.75,110.92
Heavy-Abusive (Worst Case),Voxel Terrain,12,76.20,95.40
Heavy-Abusive (Worst Case),Voxel Terrain,11,73.02,104.76
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,96.84
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,87.96
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,81.67
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,96.01
Heavy-Abusive (Worst Case),Voxel Terrain,11,70.84,93.30
Heavy-Abusive (Worst Case),Voxel Terrain,12,68.79,95.23
Heavy-Abusive (Worst Case),Voxel Terrain,13,84.97,109.36
Heavy-Abusive (Worst Case),Voxel Terrain,11,79.76,117.30
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,88.96
Heavy-Abusive (Worst Case),Voxel Terrain,12,76.11,112.65
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,87.39
Heavy-Abusive (Worst Case),Voxel Terrain,11,69.82,106.01
Heavy-Abusive (Worst Case),Voxel Terrain,13,82.07,121.27
Heavy-Abusive (Worst Case),Voxel Terrain,12,60.13,83.49
Heavy-Abusive (Worst Case),Voxel Terrain,12,70.02,107.67
Heavy-Abusive (Worst Case),Voxel Terrain,12,86.08,120.22
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,79.88
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,89.42
Heavy-Abusive (Worst Case),Voxel Terrain,11,73.09,92.39
Heavy-Abusive (Worst Case),Voxel Terrain,11,71.78,97.61
Heavy-Abusive (Worst Case),Voxel Terrain,11,80.05,116.59
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,89.38
Heavy-Abusive (Worst Case),Voxel Terrain,12,62.04,89.96
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,89.86
Heavy-Abusive (Worst Case),Voxel Terrain,11,65.64,90.98
Heavy-Abusive (Worst Case),Voxel Terrain,12,67.00,103.64
Heavy-Abusive (Worst Case),Voxel Terrain,11,113.53,145.42
Heavy-Abusive (Worst Case),Voxel Terrain,13,72.16,93.91
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,87.40
Heavy-Abusive (Worst Case),Voxel Terrain,11,70.78,112.48
Heavy-Abusive (Worst Case),Voxel Terrain,12,74.46,107.55
Heavy-Abusive (Worst Case),Voxel Terrain,11,64.37,94.72
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,90.65
Heavy-Abusive (Worst Case),Voxel Terrain,11,70.70,102.29
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.27,100.96
Heavy-Abusive (Worst Case),Voxel Terrain,12,66.62,100.17
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,93.21
Heavy-Abusive (Worst Case),Voxel Terrain,11,61.06,93.03
Heavy-Abusive (Worst Case),Voxel Terrain,11,76.26,107.68
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,102.92
Heavy-Abusive (Worst Case),Voxel Terrain,13,84.52,110.73
Heavy-Abusive (Worst Case),Voxel Terrain,13,82.54,115.23
Heavy-Abusive (Worst Case),Voxel Terrain,12,68.48,91.64
Heavy-Abusive (Worst Case),Voxel Terrain,11,75.56,111.09
Heavy-Abusive (Worst Case),Voxel Terrain,12,65.53,104.19
Heavy-Abusive (Worst Case),Voxel Terrain,13,79.23,113.32
Heavy-Abusive (Worst Case),Voxel Terrain,11,69.66,101.04
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,82.57
Heavy-Abusive (Worst Case),Voxel Terrain,13,79.12,109.82
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,86.48
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,90.14
Heavy-Abusive (Worst Case),Voxel Terrain,13,62.78,101.45
Heavy-Abusive (Worst Case),Voxel Terrain,12,72.45,93.31
Heavy-Abusive (Worst Case),Voxel Terrain,11,70.32,110.69
Heavy-Abusive (Worst Case),Voxel Terrain,12,61.52,92.33
Heavy-Abusive (Worst Case),Voxel Terrain,11,89.77,113.23
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,96.40
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,85.81
Heavy-Abusive (Worst Case),Voxel Terrain,13,81.18,109.42
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,98.57
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,96.30
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,85.35
Heavy-Abusive (Worst Case),Voxel Terrain,13,66.24,102.91
Heavy-Abusive (Worst Case),Voxel Terrain,11,69.07,100.14
Heavy-Abusive (Worst Case),Voxel Terrain,11,75.36,107.77
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,80.87
Heavy-Abusive (Worst Case),Voxel Terrain,12,92.91,132.46
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,87.77
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,87.49
Heavy-Abusive (Worst Case),Voxel Terrain,13,74.06,102.07
Heavy-Abusive (Worst Case),Voxel Terrain,13,66.69,98.34
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,92.02
Heavy-Abusive (Worst Case),Voxel Terrain,11,64.98,86.10
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,95.99
Heavy-Abusive (Worst Case),Voxel Terrain,13,69.43,113.34
Heavy-Abusive (Worst Case),Voxel Terrain,13,67.37,86.95
Heavy-Abusive (Worst Case),Voxel Terrain,11,80.75,105.85
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,92.50
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,90.03
Heavy-Abusive (Worst Case),Voxel Terrain,12,59.69,89.77
Heavy-Abusive (Worst Case),Voxel Terrain,11,64.07,93.89
Heavy-Abusive (Worst Case),Voxel Terrain,11,75.19,105.73
Heavy-Abusive (Worst Case),Voxel Terrain,13,68.89,99.06
Heavy-Abusive (Worst Case),Voxel Terrain,13,59.69,99.04
Heavy-Abusive (Worst Case),Voxel Terrain,11,87.77,106.51
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,93.20
Heavy-Abusive (Worst Case),Voxel Terrain,13,75.31,96.04
Heavy-Abusive (Worst Case),Voxel Terrain,11,62.59,85.38
Heavy-Abusive (Worst Case),Voxel Terrain,11,67.35,92.95
Heavy-Abusive (Worst Case),Voxel Terrain,11,59.69,97.62
Heavy-Abusive (Worst Case),Voxel Terrain,13,61.42,102.39
Heavy-Abusive (Worst Case),Voxel Terrain,13,71.12,101.14
Heavy-Abusive (Worst Case),Voxel Terrain,13,64.57,100.04
Heavy-Abusive (Worst Case),Voxel Terrain,13,73.18,96.21
